# Column     -  Units  - Description
# IDcand     -         - Stream Candidate ID    
# CSS-SSS-ID -         - Catalina object ID         
# RAJ2000    -  deg    - J2000 right ascension      
# DEJ2000    -  deg    - J2000 declination      
# Rhel       -  kpc    - heliocentric distance     
# Rgal       -  kpc    - galactocentric distance (assuming Xsun=-8.5kpc)     
# Period     -  d      - Light curve period   
# AmpV       -  mag    - Light curve amplitude     
# FeH        -  dex    - Metallicity     
# flag       -         - FeH flag (0=metallicity from Drake+2013, 1=photometric metallicity computed in this paper)   
# pmRA       -  mas/yr - HSOY Proper motion in RA*cos(DE)        
# epmRA      -  mas/yr - pmRA error        
# pmDE       -  mas/yr - HSOY Proper motion in declination        
# epmDE      -  mas/yr - pmDE error        
# HSOY-ID    -         - HSOY object ID               
# IDcand   CSS-SSS-ID         RAJ2000     DEJ2000     Rhel    Rgal   Period    AmpV    FeH      flag   pmRA    epmRA   pmDE    epmDE   HSOY-ID
  17.5-3   J030811.5-390143   47.04776    -39.02858   13.97   17.89  0.5974    0.52    -1.64    0      4.6     3.6     -2.9    3.6     6.9065473474227466E18   
  17.5-3   J031905.5-421258   49.77297    -42.21618   13.86   17.62  0.56076   0.84    -1.38    0      2.2     3.6     -4.6    3.6     6.8761395417097974E18   
  17.5-3   J032021.8-434015   50.09088    -43.67076   14.88   18.39  0.6011    0.61    -1.1     0      3.0     3.8     -1.4    3.8     6.8735541555525376E18   
  17.5-3   J033143.8-531223   52.93238    -53.20631   15.54   18.08  0.62654   0.57    -1.88    0      3.0     4.0     -1.7    4.0     6.7500974686220943E18   
  17.5-3   J034914.0-644649   57.30838    -64.78041   17.38   18.47  0.45481   0.94    -0.91    0      1.6     4.0     -2.6    4.0     6.6879294204724808E18   
  17.5-3   J041038.8-653623   62.66165    -65.6065    17.29   18.41  0.57041   0.89    -1.49    0      2.9     3.6     4.0     3.6     6.6633181483090053E18   
  17.5-3   J034407.9-672056   56.03292    -67.34901   17.02   17.8   0.55627   0.7     -1.84    0      7.9     3.4     -3.1    3.4     6.6605898462624348E18   
  17.5-3   J041623.0-735304   64.0959     -73.88448   17.49   17.51  0.6301    1.07    -1.47    0      1.4     3.3     -1.5    3.3     6.6563395293817088E18   
  17.5-3   J001948.9+413928   4.95391     41.658      12.71   18.01  0.60213   0.67    -0.95    1      6.0     2.3     -1.6    2.3     2.20812074429719654E18  
  17.5-3   J002647.2+394344   6.69704     39.72892    12.5    17.88  0.59747   0.84    -9.0     1      4.5     2.3     -0.6    2.2     2.20167985588118989E18  
  17.5-3   J004757.9+435955   11.99125    43.99887    11.68   17.58  0.56987   1.07    -9.0     1      4.0     2.2     1.3     2.2     2.21543944235320781E18  
  17.5-3   J005552.6+403747   13.96953    40.62973    11.68   17.64  0.50529   1.06    -9.0     1      0.1     2.2     -2.1    2.2     2.21280409618348006E18  
  17.5-3   J005954.3+324451   14.97625    32.74752    11.95   17.77  0.65703   0.85    -1.997   1      3.2     2.3     -1.8    2.3     2.1894190089390295E18   
  17.5-3   J013025.7+295842   22.6072     29.97836    11.41   17.73  0.45679   0.92    -9.0     1      4.5     2.1     -2.5    2.1     2.18754839861213466E18  
  17.5-3   J020845.0+031850   32.18772    3.31408     12.18   18.23  0.58241   0.72    -9.0     1      5.8     2.2     -3.1    2.2     2.09644109085694285E18  
  17.5-3   J022105.8-003852   35.27417    -0.64794    12.44   18.49  0.65899   0.45    -1.216   1      1.1     2.3     -8.5    2.3     1.71102115477849139E18  
  17.5-3   J023455.0-092144   38.72945    -9.3623     12.54   18.35  0.58644   0.59    -1.217   1      4.2     2.3     -5.0    2.3     1.7122990153150569E18   
  17.5-3   J023610.5-084352   39.04392    -8.73133    11.56   17.51  0.56459   0.77    -9.0     1      5.4     2.3     -4.2    2.3     1.71245603142368333E18  
  17.5-3   J024315.8-073734   40.81599    -7.62628    11.95   18.04  0.55977   1.07    -9.0     1      -0.6    2.3     -6.9    2.3     1.71513937891945139E18  
  17.5-3   J025536.3-113829   43.90138    -11.64161   12.22   18.24  0.63609   0.75    -9.0     1      1.2     2.3     -3.6    2.3     1.6924944999385879E18   
  17.5-3   J170033.4+142823   255.13938   14.47315    23.04   18.03  0.47225   0.96    -1.403   1      0.7     2.3     1.9     2.3     5.3023558549864376E18   
  17.5-3   J171835.7+225355   259.64896   22.89883    22.25   18.32  0.60353   0.83    -9.0     1      -0.9    2.3     -2.9    2.3     5.3251005279084646E18   
  17.5-3   J171933.5+225520   259.88969   22.92223    21.83   17.93  0.57182   0.64    -9.0     1      0.1     2.4     -0.8    2.4     5.3251139550740265E18   
  17.5-3   J172730.5+261438   261.87709   26.24402    21.23   17.83  0.51594   0.87    -1.682   1      -2.0    2.3     -5.4    2.3     5.3276846869703301E18   
  17.5-3   J173854.6+292001   264.72761   29.33367    20.46   17.55  0.44849   0.92    -0.121   1      -2.8    2.3     1.5     2.3     5.4293718995166812E18   
  17.5-3   J175445.6+350835   268.69001   35.14315    19.88   17.89  0.64919   0.46    -1.543   1      -1.8    2.3     -0.5    2.3     5.4396628743610819E18   
  17.5-3   J182630.9+425344   276.62879   42.8958     18.7    18.06  0.47016   1.18    -9.0     1      -1.5    2.5     -0.9    2.5     5.667760054195454E18    
  20.0-1   J115110.0-172628   177.79172   -17.44101   20.16   20.54  0.52226   0.98    -1.5     0      -2.6    2.4     1.8     2.4     3.7084262905893135E18   
  20.0-1   J115359.3-194902   178.49722   -19.81731   20.78   20.87  0.64061   0.91    -1.42    0      -5.5    2.4     -2.3    2.4     3.7079208994412923E18   
  20.0-1   J115224.6-182721   178.10255   -18.45592   20.17   20.45  0.56779   0.67    -1.22    0      -2.7    2.4     -0.8    2.4     3.7082821883167534E18   
  20.0-1   J122008.9-232809   185.03712   -23.46923   21.72   20.7   0.57213   0.64    -1.66    0      -2.3    2.4     -3.0    2.4     3.8945775518870589E18   
  20.0-1   J202953.8-231239   307.47436   -23.21086   26.94   20.81  0.50309   1.03    -1.32    0      8.8     2.3     -1.0    2.3     5.0374987076733358E18   
  20.0-1   J195539.5-272835   298.91473   -27.47635   27.19   20.14  0.52721   1.05    -1.76    0      0.9     2.3     -3.6    2.3     5.0175541845821962E18   
  20.0-1   J195801.6-265814   299.50662   -26.9706    27.58   20.58  0.48926   1.1     -1.24    0      1.6     2.3     -4.4    2.3     5.0187360464261222E18   
  20.0-1   J195337.5-295624   298.40629   -29.93997   27.5    20.37  0.49053   1.09    -1.46    0      -1.7    2.3     -4.9    2.3     5.0111175599916739E18   
  20.0-1   J195145.4-284914   297.93931   -28.82061   27.42   20.27  0.56736   0.82    -1.44    0      0.4     2.5     -5.6    2.5     5.0171059298555023E18   
  20.0-1   J195626.5-292230   299.11024   -29.37496   27.23   20.17  0.5035    1.16    -0.91    0      -2.6    2.3     -4.7    2.3     5.011232091053226E18    
  20.0-1   J195419.0-284935   298.57929   -28.82641   27.85   20.74  0.52239   1.05    -1.33    0      -0.2    2.3     -4.4    2.3     5.0113082901765765E18   
  20.0-1   J200621.2-282140   301.58815   -28.3612    26.83   20.0   0.51371   1.09    -1.7     0      -0.9    2.3     -4.0    2.3     5.0124523099674593E18   
  20.0-1   J194804.0-304859   297.01663   -30.81642   27.98   20.73  0.48481   1.11    -1.86    0      3.4     2.5     2.0     2.5     5.0104162550631434E18   
  20.0-1   J194533.8-302029   296.39065   -30.34126   27.53   20.24  0.51612   1.15    -1.51    0      0.7     2.5     -0.4    2.5     4.9627800547708805E18   
  20.0-1   J195028.5-305900   297.61861   -30.98346   27.7    20.5   0.53875   0.9     -0.94    0      0.5     2.5     -10.4   2.5     5.0103681965972388E18   
  20.0-1   J195925.9-302946   299.85776   -30.49602   27.92   20.9   0.47099   0.78    -1.66    0      -2.7    2.3     -1.4    2.3     5.0114348635784448E18   
  20.0-1   J194012.1-335243   295.05051   -33.87867   27.91   20.51  0.55462   0.97    -1.27    0      2.8     3.7     -7.7    3.7     4.9597183544843407E18   
  20.0-1   J131618.8-353200   199.07842   -35.53341   23.5    20.06  0.55313   0.84    -1.66    0      -2.6    4.2     1.6     4.2     3.7784178466681989E18   
  20.0-1   J192042.0-355523   290.17498   -35.92297   28.16   20.47  0.58585   0.77    -1.85    0      -4.8    4.0     1.7     4.0     4.9312839580654735E18   
  20.0-1   J191905.6-344555   289.77353   -34.76519   27.73   20.0   0.57906   0.53    -2.15    0      10.9    4.0     3.3     4.0     4.9554814638186383E18   
  20.0-1   J193244.4-342449   293.18519   -34.41371   27.92   20.4   0.48124   1.26    -1.14    0      -3.1    3.7     -1.0    3.7     4.9588295716195635E18   
  20.0-1   J131251.8-370510   198.21582   -37.08614   23.45   20.06  0.53052   0.69    -1.17    0      5.5     4.1     -4.1    4.1     3.7776059377771955E18   
  20.0-1   J131453.3-364249   198.72215   -36.71358   24.4    20.91  0.55902   1.02    -1.63    0      2.0     4.4     4.0     4.3     3.777660142940034E18    
  20.0-1   J132230.1-392025   200.62554   -39.3403    24.38   20.6   0.6055    0.51    -1.61    0      0.5     4.0     -2.2    4.0     3.772515410548523E18    
  20.0-1   J133101.2-382158   202.75508   -38.36614   24.33   20.35  0.58939   0.58    -1.11    0      -1.3    3.8     0.6     3.8     3.7789648163914481E18   
  20.0-1   J133920.3-404712   204.83447   -40.78675   25.04   20.75  0.57394   0.72    -0.89    0      1.7     3.9     -4.1    3.9     3.7714331382154757E18   
  20.0-1   J062145.2+624632   95.43839    62.77574    12.4    20.0   0.60693   0.71    -1.783   1      4.7     2.3     1.2     2.3     9.3747515358237632E17   
  20.0-1   J075105.3+585945   117.77225   58.99586    13.26   20.7   0.59909   0.63    -1.739   1      5.0     2.4     -4.6    2.4     9.7324608311203098E17   
  20.0-1   J075117.8+582523   117.82431   58.42316    13.25   20.71  0.55656   0.76    -9.0     1      4.6     2.5     -6.4    2.5     9.7365352550859674E17   
  20.0-1   J091347.1+450351   138.44657   45.06429    13.08   20.1   0.59198   0.67    -1.683   1      -6.2    2.3     -4.0    2.3     1.09766053885151526E18  
  20.0-1   J093113.6+342230   142.80706   34.37504    13.79   20.5   0.56113   0.68    -9.0     1      -1.6    2.4     -3.7    2.3     4.2242176986501432E18   
  20.0-1   J102154.6+142044   155.47764   14.34578    15.88   20.94  0.50271   0.96    -9.0     1      0.6     2.2     -8.3    2.3     4.1438028508743035E18   
  20.0-1   J102449.1+133919   156.20464   13.65555    15.33   20.34  0.55722   0.91    -9.0     1      -1.6    2.4     -1.1    2.4     4.1437324235443968E18   
  20.0-1   J104419.9+060817   161.08321   6.13806     16.25   20.35  0.65923   0.6     -9.0     1      -3.6    2.4     -7.7    2.4     4.1150325375729766E18   
  20.0-1   J104751.1+094210   161.96316   9.703       16.73   20.89  0.57076   1.1     -9.0     1      -2.8    2.4     -4.7    2.4     4.1218855517968256E18   
  20.0-1   J104832.6+091116   162.1361    9.18782     16.72   20.84  0.59108   0.66    -9.0     1      -3.5    2.4     1.2     2.5     4.1217593968082765E18   
  20.0-1   J105052.3+072239   162.71801   7.37757     16.54   20.52  0.57116   1.2     -9.0     1      0.6     2.5     -1.1    2.6     4.1219574135033836E18   
  20.0-1   J105933.0+020616   164.88754   2.10464     16.96   20.38  0.4648    1.02    -1.361   1      -2.3    2.3     -4.4    2.3     4.1137869520619668E18   
  20.0-1   J111848.9-023739   169.70414   -2.62754    17.65   20.19  0.47591   1.29    -1.359   1      -1.9    2.4     -0.5    2.4     3.7415109038635044E18   
  20.0-1   J112328.2-091409   170.86773   -9.23589    18.29   20.21  0.51683   1.06    -1.277   1      -0.7    2.5     1.8     2.5     3.7325998674403692E18   
  20.0-1   J114406.2-131816   176.02591   -13.3045    19.42   20.36  0.56137   0.63    -1.318   1      2.0     2.5     -2.1    2.5     3.7338981790216934E18   
  20.0-1   J213343.5+041537   323.43145   4.26051     22.93   20.66  0.5714    0.89    -1.42    1      1.6     2.4     -4.9    2.4     1.74985316899361741E18  
  20.0-1   J213539.8+041621   323.91593   4.27258     23.09   20.87  0.52252   0.84    -1.688   1      -1.8    2.4     -5.4    2.4     1.74991063483609267E18  
  20.0-1   J213916.4+053838   324.81834   5.64393     22.94   20.96  0.64846   0.97    -9.0     1      -1.9    2.4     -5.2    2.5     1.75069481742183885E18  
  20.0-1   J214752.4+061652   326.96871   6.28115     22.42   20.79  0.64962   0.36    -1.097   1      1.7     2.5     -4.1    2.5     1.75782777278373427E18  
  20.0-1   J215402.2+122002   328.50927   12.33403    20.93   20.12  0.60106   0.59    -0.952   1      0.3     2.4     -4.2    2.4     1.78796225140520858E18  
  20.0-1   J221434.7+213418   333.6447    21.57177    19.35   20.04  0.76262   0.46    -2.093   1      4.5     2.3     -1.2    2.3     1.84873503972988032E18  
  20.0-1   J222137.6+185418   335.407     18.90516    19.36   20.03  0.50932   0.9     -9.0     1      1.2     2.4     -2.4    2.4     1.84677700354163354E18  
  20.0-1   J222925.4+215615   337.35588   21.93772    19.09   20.23  0.48984   1.05    -1.399   1      -0.2    2.4     -3.7    2.4     1.84842664823499674E18  
  20.0-1   J224232.0+262351   340.63374   26.39775    18.36   20.25  0.56715   0.81    -2.032   1      7.4     2.3     5.9     2.3     1.9503248704477207E18   
  20.0-1   J232252.0+421806   350.71672   42.30172    16.15   20.12  0.45653   1.14    -9.0     1      2.8     2.4     -1.6    2.4     2.01052306309462835E18  
  22.0-1   J115204.0-162201   178.01726   -16.3677    22.03   22.31  0.56044   0.71    -1.19    0      -6.5    3.3     4.0     3.3     3.7100761094894664E18   
  22.0-1   J115120.5-190051   177.83521   -19.01427   22.72   22.79  0.50555   1.08    -1.24    0      0.5     2.4     -3.7    2.4     3.7078637381430446E18   
  22.0-1   J115350.3-221449   178.4594    -22.24689   22.77   22.55  0.56244   0.81    -0.97    0      -2.4    2.4     0.3     2.4     3.7013037906309842E18   
  22.0-1   J114932.2-245249   177.38425   -24.88036   22.31   22.08  0.59118   0.65    -1.17    0      1.2     2.3     -2.5    2.3     3.6992237294495852E18   
  22.0-1   J115034.7-263735   177.6445    -26.62634   23.13   22.7   0.49242   1.03    -1.13    0      -0.7    2.3     -4.5    2.3     3.6025788115576054E18   
  22.0-1   J213814.5-271549   324.56061   -27.26373   26.77   22.39  0.58013   0.68    -1.74    0      -2.3    2.3     -6.7    2.3     1.21024265953726182E18  
  22.0-1   J114840.8-311531   177.17019   -31.2585    23.42   22.73  0.45598   1.14    -1.94    0      -3.4    2.5     -4.6    2.5     3.5996657222285911E18   
  22.0-1   J213758.7-313231   324.49457   -31.54189   27.15   22.6   0.59337   0.64    -1.36    0      -4.0    2.4     -5.0    2.4     1.18322287379572122E18  
  22.0-1   J213612.1-330236   324.05029   -33.0432    27.18   22.53  0.4776    1.04    -1.44    0      4.1     4.0     -0.3    4.0     1.1823189045557801E18   
  22.0-1   J213503.9-365425   323.76606   -36.90686   27.57   22.79  0.47129   1.07    -1.04    0      -2.4    4.0     -2.4    4.0     1.17326955193846272E18  
  22.0-1   J213709.3-461142   324.28868   -46.19495   27.55   22.73  0.51877   0.92    -1.86    0      2.3     4.1     -0.8    4.1     6.5450426452857856E18   
  22.0-1   J212357.3-574253   320.98878   -57.71473   27.43   22.53  0.6426    0.78    -1.06    0      7.8     3.9     -3.1    3.9     6.4625535378737879E18   
  22.0-1   J115901.2-084047   179.75521   -8.67988    21.43   22.06  0.52633   0.91    -9.0     1      -1.2    2.5     -3.7    2.5     3.7377985166929802E18   
  22.0-1   J120257.0+030032   180.73762   3.0091      20.94   22.28  0.61892   0.48    -1.719   1      -3.5    2.7     -0.9    2.7     4.3241911194117407E18   
  22.0-1   J122618.4+245219   186.57688   24.87214    20.67   22.84  0.48215   1.18    -9.0     1      -5.9    2.3     3.2     2.3     4.3724121222626212E18   
  22.0-1   J124137.9+311742   190.40818   31.29508    20.59   22.82  0.69584   0.57    -9.0     1      -4.4    2.3     -6.3    2.3     4.4754391172471777E18   
  22.0-1   J124316.8+310100   190.82023   31.01687    19.83   22.06  0.57629   0.78    -2.196   1      -3.1    2.3     -6.1    2.3     4.4761596388563651E18   
  22.0-1   J125215.0+344606   193.06284   34.76857    19.76   22.05  0.61631   0.45    -1.264   1      -2.5    2.3     -1.5    2.3     4.4849397596107904E18   
  22.0-1   J161241.4+602428   243.17286   60.40784    20.17   22.07  0.57411   0.42    -1.633   1      -3.3    2.4     0.2     2.4     6.3651419727080998E17   
  22.0-1   J211442.8+130155   318.67842   13.03196    24.14   22.04  0.53426   1.1     -9.0     1      2.6     2.4     -4.8    2.4     1.7676495986295977E18   
  22.0-1   J211513.8+104816   318.80771   10.80447    24.63   22.3   0.56783   0.7     -9.0     1      1.4     2.3     -2.2    2.3     1.7669151453789568E18   
  22.0-1   J211602.1+151759   319.00896   15.29989    23.97   22.13  0.60962   0.63    -9.0     1      1.6     2.4     -2.7    2.4     1.77287840005330662E18  
  22.0-1   J212341.3+013453   320.92227   1.58142     25.01   22.08  0.57236   0.8     -9.0     1      -1.2    2.3     -2.1    2.3     1.73558356885401933E18  
  22.0-1   J212500.6+045317   321.25275   4.8883      24.71   22.12  0.58169   0.61    -9.0     1      0.9     2.4     -1.5    2.4     1.73798597598583834E18  
  22.0-1   J212706.5+003101   321.77712   0.51714     25.64   22.69  0.63955   0.88    -9.0     1      -0.4    2.3     -4.0    2.3     1.73513816623480909E18  
  23.5-1   J034347.9-300858   55.94943    -30.14943   19.5    24.25  0.95566   0.86    -2.07    0      6.1     2.3     -2.1    2.3     2.3617370578483046E18   
  23.5-1   J041325.4-074840   63.35608    -7.81114    16.56   23.51  0.55015   0.58    -0.942   1      2.9     3.1     -5.9    3.1     2.5128229544269532E18   
  23.5-1   J041328.9-011030   63.37043    -1.17504    16.2    23.53  0.5739    0.64    -1.738   1      3.9     2.2     -2.6    2.2     2.521863165723628E18    
  23.5-1   J042203.4+084720   65.51436    8.78911     16.08   23.91  0.6151    0.6     -9.0     1      2.1     2.4     -3.6    2.4     2.9642800312333865E18   
  23.5-1   J042552.4+101755   66.4685     10.29881    15.9    23.82  0.51348   0.88    -9.0     1      2.2     2.4     -2.9    2.4     2.9667849211401789E18   
  23.5-1   J043641.1+302806   69.17139    30.46852    15.34   23.65  0.61876   0.82    -9.0     1      2.7     2.4     -6.4    2.4     3.1089891341536891E18   
  23.5-1   J161139.0+472705   242.91266   47.45145    24.11   24.02  0.54204   0.93    -9.0     1      -0.9    2.5     -1.5    2.5     6.2697222943004198E17   
  23.5-1   J161456.1+435754   243.734     43.96515    24.6    23.98  0.46197   1.13    -1.295   1      -1.9    2.5     -2.9    2.5     6.2503056943590106E17   
  23.5-1   J161514.1+444512   243.80894   44.75349    24.7    24.18  0.53989   0.8     -1.086   1      0.7     2.5     -2.1    2.5     6.2516792308865382E17   
  23.5-1   J161732.7+423712   244.38645   42.6201     24.73   23.89  0.65764   0.58    -9.0     1      -1.7    2.5     -4.7    2.5     6.2438688605716518E17   
  23.5-1   J162207.7+370905   245.53216   37.15155    26.05   24.32  0.51512   1.04    -9.0     1      -0.3    2.4     -2.3    2.5     5.443054293208234E18    
  23.5-1   J162256.0+353120   245.73335   35.52247    25.74   23.79  0.54674   0.61    -2.396   1      -3.5    2.5     -1.0    2.5     5.4412649860506481E18   
  23.5-1   J162743.4+235339   246.93107   23.8943     27.86   24.17  0.57115   0.81    -1.201   1      -4.2    2.5     -1.4    2.5     5.3092446000088504E18   
  23.5-1   J163124.7+275405   247.85305   27.90159    27.48   24.3   0.55039   0.83    -1.148   1      -1.0    2.4     -3.0    2.4     5.4078267691918377E18   
  23.5-1   J163551.0+162842   248.96277   16.47837    28.56   23.79  0.45856   1.12    -1.324   1      -0.3    2.3     -2.6    2.3     5.2999771414277868E18   
  23.5-1   J164105.1+181351   250.27159   18.23093    28.54   23.93  0.53134   0.9     -9.0     1      0.8     2.3     -2.6    2.3     5.3036329977271603E18   
  23.5-1   J164646.8+023806   251.69536   2.63518     30.65   24.14  0.58443   0.84    -9.0     1      -9.7    3.6     7.5     3.6     5.265716105029162E18    
  23.5-2   J220031.8-241345   330.13238   -24.22906   28.05   24.41  0.55785   0.92    -1.37    0      2.3     2.3     -1.4    2.3     1.22368767881471744E18  
  23.5-2   J214449.8-293256   326.20749   -29.54885   28.41   24.07  0.50978   1.06    -1.22    0      5.8     2.4     -8.2    2.4     1.21042333310853171E18  
  23.5-2   J213904.7-315155   324.76974   -31.86538   28.57   23.98  0.49506   1.22    -1.48    0      4.6     2.4     -5.3    2.4     1.18321108687588019E18  
  23.5-2   J213331.5-335556   323.38128   -33.93217   28.57   23.77  0.45611   1.06    -1.48    0      -4.7    4.1     -6.8    4.0     1.18052113350534528E18  
  23.5-2   J213907.6-331006   324.78151   -33.16836   28.82   24.19  0.49582   1.05    -1.84    0      1.0     3.9     -3.2    3.9     1.18254279906378445E18  
  23.5-2   J214020.3-322604   325.08478   -32.43431   29.02   24.43  0.57697   0.9     -1.55    0      2.3     3.0     -4.5    2.9     1.18312541489252019E18  
  23.5-2   J205610.2-435547   314.04258   -43.9297    29.85   24.03  0.52216   0.96    -0.9     0      -3.1    3.8     -1.9    3.8     6.5150236573410488E18   
  23.5-2   J114226.3+415814   175.60967   41.97057    19.46   23.68  0.59321   1.04    -9.0     1      -0.1    2.4     -5.2    2.4     4.3194830256982154E18   
  23.5-2   J114514.5+443420   176.31043   44.57244    19.28   23.57  0.57696   0.73    -9.0     1      -1.6    2.4     -3.6    2.4     4.3222841103658158E18   
  23.5-2   J115341.8+304129   178.42431   30.69165    20.68   24.03  0.5101    1.0     -9.0     1      1.1     2.5     -2.7    2.5     4.2781396330196746E18   
  23.5-2   J121429.9+184132   183.62483   18.69249    22.54   24.49  0.72551   0.92    -9.0     1      -6.8    2.3     -5.6    2.3     4.3630409057196257E18   
  23.5-2   J123032.7+062150   187.63639   6.36396     23.54   24.08  0.86102   0.48    -1.55    1      -2.4    2.5     -6.5    2.5     4.3309353737778212E18   
  23.5-2   J123316.3+014400   188.31798   1.73344     23.95   24.05  0.48386   1.02    -1.32    1      -3.6    2.4     -0.5    2.4     4.3282218609985024E18   
  23.5-2   J124809.4-101235   192.03939   -10.20977   25.44   24.12  0.66262   0.69    -2.403   1      0.2     2.5     -2.5    2.5     3.9351120488171597E18   
  23.5-2   J125951.5-154530   194.96475   -15.75848   25.9    23.82  0.57394   0.81    -9.0     1      -0.7    2.6     -1.9    2.6     3.9206039075177083E18   
  23.5-2   J222845.0-115733   337.1879    -11.95936   25.45   23.55  0.62461   0.51    -1.845   1      -0.5    2.5     -0.3    2.5     1.40646932651645491E18  
  23.5-2   J224414.3-001055   341.05961   -0.18203    24.07   23.58  0.57087   0.79    -1.046   1      2.3     2.4     -2.5    2.4     1.42191503497817805E18  
  23.5-2   J230648.8+124123   346.70352   12.68976    23.1    24.31  0.57533   0.59    -9.0     1      5.7     2.3     -0.8    2.3     1.83134344975828198E18  
  23.5-2   J230653.4+144335   346.72289   14.72658    22.9    24.27  0.59276   0.61    -9.0     1      0.5     2.4     -4.7    2.4     1.85565582641784243E18  
  23.5-2   J233154.6+341301   352.97775   34.21698    20.39   23.82  0.62017   0.5     -1.286   1      -0.0    2.3     0.2     2.3     1.9778289565369175E18   
  23.5-2   J233418.3+335643   353.57658   33.94529    20.24   23.72  0.52683   0.9     -1.916   1      3.7     2.4     -1.9    2.4     1.97781548014611558E18  
  23.5-2   J233838.7+365021   354.66148   36.8394     20.56   24.27  0.58773   0.56    -1.169   1      4.2     2.4     -1.4    2.4     2.00438557221067238E18  
  24.5-1   J110201.0-215100   165.50424   -21.85012   23.29   24.58  0.48593   1.15    -1.24    0      -3.8    2.3     -6.3    2.3     3.6833286799169075E18   
  24.5-1   J105636.7-225752   164.15288   -22.96454   24.11   25.42  0.56934   0.7     -1.51    0      -1.6    2.3     -2.9    2.3     3.6814072980988595E18   
  24.5-1   J105736.8-254118   164.40346   -25.68842   23.65   24.76  0.46651   1.17    -1.56    0      0.3     2.3     -2.0    2.3     3.6808495146870129E18   
  24.5-1   J105737.4-253334   164.40578   -25.55931   23.9    25.01  0.48825   1.13    -1.32    0      3.5     2.3     -0.8    2.3     3.6808522623245394E18   
  24.5-1   J215937.1-251504   329.90466   -25.25124   28.29   24.57  0.60242   0.91    -1.89    0      6.2     2.2     -7.3    2.2     1.22317339152593434E18  
  24.5-1   J104608.2-295559   161.53426   -29.93298   23.45   24.57  0.5365    0.77    -1.59    0      0.7     2.5     0.1     2.5     3.5808048509783352E18   
  24.5-1   J221025.1-332830   332.60454   -33.47499   28.39   24.64  0.52611   0.69    -1.12    0      6.2     4.2     -1.7    4.2     1.21290734018734182E18  
  24.5-1   J104204.6-353235   160.51927   -35.54317   24.01   24.77  0.53027   0.81    -1.83    0      -1.0    4.0     -3.0    4.0     3.547398706241666E18    
  24.5-1   J222428.7-374957   336.11947   -37.83242   28.48   24.97  0.5793    0.76    -1.4     0      -4.1    4.2     -4.3    4.6     1.23453506377946803E18  
  24.5-1   J235116.5-641519   357.81874   -64.2554    27.24   24.84  0.48842   1.15    -1.56    0      -3.3    3.9     9.7     3.9     6.4849688343044833E18   
  24.5-1   J112337.8-112154   170.90768   -11.36518   23.52   24.9   0.57632   0.78    -9.0     1      -0.5    2.5     -4.2    2.5     3.730808571983554E18    
  24.5-1   J112353.7-133158   170.97398   -13.53303   24.19   25.38  0.47304   1.16    -9.0     1      -1.2    2.4     -4.6    2.4     3.7302100837903831E18   
  24.5-1   J114154.7-023249   175.47828   -2.54705    23.38   24.82  0.7658    0.3     -1.338   1      -1.3    2.3     -2.3    2.3     3.7451909014063084E18   
  24.5-1   J122145.0+113904   185.43753   11.65135    24.06   25.22  0.56338   0.88    -1.512   1      -3.1    2.5     -2.5    2.5     4.3362718502410675E18   
  24.5-1   J130307.6+225044   195.78173   22.84581    24.42   25.21  0.62654   0.42    -1.471   1      -1.9    2.5     -6.4    2.5     4.3890396435507789E18   
  24.5-1   J150303.3+411451   225.76399   41.24761    24.93   24.85  0.7509    0.38    -1.339   1      -0.9    2.5     -0.6    2.5     7.6208844136368883E17   
  24.5-1   J175621.2+402256   269.08853   40.3823     27.18   25.46  0.47413   0.84    -9.0     1      -1.5    2.3     0.1     2.3     5.4671234570016143E18   
  24.5-1   J180112.8+395857   270.30338   39.98257    26.38   24.65  0.49059   0.98    -1.447   1      -3.1    2.3     0.5     2.3     5.6589558957660754E18   
  24.5-1   J205306.0+044632   313.27521   4.77557     28.4    24.71  0.52391   1.21    -1.696   1      -1.8    2.4     -1.0    2.4     5.5750480119893647E18   
  24.5-1   J210419.0-002911   316.07934   -0.48654    28.79   24.94  0.54012   0.6     -1.389   1      7.8     2.4     1.4     2.4     1.34531734129026739E18  
  24.5-1   J211841.3-043235   319.67234   -4.54312    28.54   24.8   0.5249    1.09    -9.0     1      2.3     2.4     -3.6    2.4     1.34681554128225024E18  
  24.5-1   J213031.6-120634   322.63192   -12.10948   29.43   25.49  0.52349   0.83    -1.693   1      2.4     2.5     -4.6    2.5     1.31487842273558758E18  
  24.5-1   J213127.3-095903   322.86398   -9.98436    29.05   25.29  0.57099   0.55    -1.263   1      0.4     2.4     0.9     2.5     1.33924993646931686E18  
